osmid,name,cuisine,amenity,latitude,longitude,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,phone,description
2397031881,Guilo Guilo,japanese,restaurant,48.8860248,2.3369308,,,75018,,,+33 1 42 54 23 92,
2401370135,Kiez Kanal,,restaurant,48.8874196,2.3791285,Paris,90,75019,Quai de la Loire,"Mo-Fr 15:00-24:00; Sa,Su 12:00-24:00",,Bistro Allemand aux bords du canal de l'Ourcq. Brunch le dimanche et jours fériés.
2406016122,L'Oxalys,french,restaurant,48.891716,2.3461669,,,75018,,,,
2406017169,Sourire de Saïgon,vietnamese,restaurant,48.8906054,2.3436342,Paris,54,75018,Rue du mont-Cenis,,,
2406019609,Le Fontenoy,french,restaurant,48.8911601,2.3472858,,,75018,,,+33 1 42 64 07 72,
2406196758,La Stella,italian,restaurant,48.8199349,2.3422403,,,,,Tu-Su 11:30-22:30; PH closed,,
2407746453,She Ger,ethiopian,restaurant,48.8654434,2.3665508,,,,,,+33 1 43 38 05 04,
2408026443,Monsieur,french,restaurant,48.8614479,2.372983,,,,,Mo-Su 10:00-02:00,,
2408672186,Le Cosy,french;burger;traditional,restaurant,48.8447378,2.4025094,Paris 12eme Arrondissement,50,75012,Avenue de Saint-Mandé,,+33143430821,
2408672189,Le 12e Cru,,restaurant,48.8469594,2.3967545,,,,,,,
2408672202,Jango,,restaurant,48.8450981,2.403057,Paris 12eme Arrondissement,47,75012,Avenue de Saint-Mandé,,,
2408672213,Le Trésor des Gourmets,chinese,restaurant,48.8445374,2.4047983,,,,,,+33 1 43 07 83 81,
2408672216,Royal Tching Tao,chinese,restaurant,48.8459189,2.3981862,,,,,,,
2409683705,Grill de Vincennes,italian,restaurant,48.8469628,2.4075353,,,,,,,
2409683707,Zen Sushi,japanese,restaurant,48.843117,2.4096136,,,,,"We-Mo 11:00-15:00,18:00-23:00; Tu 18:00-23:00",,
2413225321,Le Comptoir de Simon,,restaurant,48.8181346,2.3609207,,,,,,,
2413240031,Comme à la Maison,moroccan,restaurant,48.8193633,2.3602971,,,,,,,
2413240049,Grill Agora,turkish,restaurant,48.8193706,2.3607627,,,,,,,
2418006922,Le Café Parisien,french,restaurant,48.8398361,2.3515656,Paris,111,75005,Rue Monge,"Mo 08:30-23:59; Tu-Fr 00:00-02:00, 08:30-23:59; Sa 00:00-02:00, 10:00-23:59; Su 00:00-02:00, 10:00-20:00",+33 1 43 31 45 75,
2419903175,Il Grano,italian,restaurant,48.8795966,2.2868274,,212 bis,75017,Boulevard Pereire,Th-Sa 11:30-23:00; Su 11:30-22:30; Mo-We 11:30-22:00,0033158579946,
2425344549,Têt,vietnamese,restaurant,48.8641429,2.3664356,,,,,,,
2425366239,Ommabab,korean,restaurant,48.8472588,2.3686566,,,,,"Mo-Sa 12:00-14:30, 19:30-22:15",,
2425856836,La Pizza de Nico,pizza,restaurant,48.8539102,2.3699317,Paris,2-4,75011,Boulevard Richard-Lenoir,"Mo-Fr 11:00-01:00; Dec 24,31 11:00-22:00",+33 1 48 05 56 61,
2426482853,L'Anecdote,french,restaurant,48.8470187,2.3689949,,,,,,,
2431318649,La Paulette,french,restaurant,48.8624763,2.3635921,,,,,,,
2437013968,Le Bistrot lyonnais,french,restaurant,48.8466233,2.3740562,Paris,6,75012,Rue Michel Chasles,Mo-Su 09:00-22:00,+3315578780642,
2440496924,The Cod House,,restaurant,48.8515432,2.3384274,,,,,,,
2444239194,Aux Délices de Pekin,chinese,restaurant,48.8467985,2.3747872,,,,,,,
2445450649,Tsuru,japanese,restaurant,48.8438463,2.3424556,,,,,"Mo-Sa 11:45-14:45,18:45-22:45",,
2445522886,Maison de Gyros,kebab,restaurant,48.8522996,2.3446766,,,,Rue de la Harpe,,,
2445522897,La Cochonaille,french,restaurant,48.8523517,2.3447345,,,,Rue de la Harpe,,,
2445635632,Aoi Spicy,thai,restaurant,48.8222822,2.3596195,,,,,,,
2445876964,Au Bon Coin,french,restaurant,48.8929579,2.3376602,,49,75018,Rue des Cloÿs,Mo-Sa 08:00-00:00; Su 10:00-21:00,+33 1 46 06 91 36,
2446448987,Sobane,korean,restaurant,48.8788007,2.3448931,,,,,"Mo-Sa 12:00-14:30, Mo-Su 19:00-22:30",,
2448399790,Le Grand Bleu,,restaurant,48.8510597,2.3686542,Paris,67,75012,Boulevard de la Bastille,,,
2449405401,Barbecue King,french;korean,restaurant,48.8454616,2.2846288,,,,,"Tu-Su 12:00-15:00,18:00-22:30",,
2449443722,La maison des Cyclades,greek,restaurant,48.845815,2.2846022,,,,,Tu-Sa 10:00-20:00; Su 10:00-14:00,,
2450320519,Il Seguito,italian,restaurant,48.857608,2.3683587,,,,,"Mo-Su 12:00-14:30, 18:30-23:30",,
2450320918,BBQ coréen,korean,restaurant,48.8573215,2.3684274,,,,,,,
2450486148,Tott Ori,japanese,restaurant,48.8566728,2.3031742,,,,,,,
2452148727,Shodai Matcha,chinese,restaurant,48.8649295,2.3568657,,7,75003,Rue Volta,,+331 40 27 95 82,
2452155384,Chez Shen,chinese,restaurant,48.8647071,2.3556495,,,,,Mo-Su 9:00-23:00,+33 1 48 87 88 07,
2452161172,Coin de Paradis,chinese,restaurant,48.8646892,2.355722,,,,,,,
2454041439,,italian,restaurant,48.8325529,2.3355337,,,,,,,
2454244745,La Passerelle,lebanese,restaurant,48.8327344,2.3359202,,,,,Mo-Su 12:00-22:00,,
2454244748,Chef Asie,asian,restaurant,48.832684,2.3358862,,,,,Mo-Su 07:00-22:30,,
2458086795,Breizh Cafe,,restaurant,48.8471599,2.2855769,,,,,,,
2458280772,Man Cha,japanese,restaurant,48.8461887,2.2852785,,,,,Mo-Sa 10:30-19:00,,
2458325623,Kyoto,japanese,restaurant,48.8459685,2.285089,,,,,"Mo-Sa 12:00-14:30,19:00-22:30",,
2458325628,Five Pizza Original,pizza,restaurant,48.8459993,2.2848366,,,,,Mo-Su 11:00-23:00,,
2460774590,Al Solito Posto,pizza,restaurant,48.8598551,2.3505914,,,,,,,
2463415975,La Vieille Pie,,restaurant,48.8899908,2.3632081,Paris,78,75018,Rue Riquet,Mo-Fr 08:00-24:00; Sa-Su 09:00-24:00,+33 9 83 39 04 39,
2465404200,Le Numide,maghrebi,restaurant,48.8611575,2.3689699,,,,,,+331 49 23 41 46,
2465410580,Café de la Poste,,restaurant,48.8638679,2.364826,,124,,Rue de Turenne,Mo-Sa 08:30-01:00; Su 08:30-18:00,+33 1 44 78 92 49,
2468703980,Toritcho,japanese,restaurant,48.8425193,2.3260648,Paris,47,75014,Rue du Montparnasse,"Tu-Sa 12:00-14:20, Tu-Su 19:00-22:20",+33 1 43 21 29 97,
2469003480,Les Orgues,,restaurant,48.8890796,2.3723602,,,,,,,
2469086269,Jjan !,korean,restaurant,48.8757857,2.3276025,,,,,,,
2469086276,Flam's,regional;alsatian;flammkuchen,restaurant,48.8756169,2.3280376,Paris,101,75009,Rue Saint-Lazare,"Mo-Fr 11:30-15:00, 18:30-23:00; Sa 11:45-00:00",+33 1 48 74 74 90,
2470076811,La Taverne de Zhao,chinese,restaurant,48.8731207,2.3603256,Paris,49,75010,Rue des Vinaigriers,Mo-Su 12:00-14:30; 19:00-22:30,+33 1 40 37 16 21,
2470300167,Le Fleuve Rouge,thai,restaurant,48.8748375,2.3810866,,,,,,+33142062504,
2471187815,Grill Istanbul,turkish,restaurant,48.8767035,2.3442886,,,,,,,
2474886745,Café du Mogador,french,restaurant,48.876122,2.331751,,,,,,,
2476557198,Douraku,asian,restaurant,48.8798133,2.3536832,,,,,"Mo-Su 18:30-22:00, Mo-Sa 11:30-15:30",,
2478201171,La Boca,italian,restaurant,48.8660998,2.3444188,,,,,Mo-Sa 19:00-23:00,,
2478201177,Le Cochon à l'Oreille,french,restaurant,48.8644516,2.3451744,Paris,15,75001,Rue Montmartre,"Tu-Su 12:15-15:00,19:00-23:00",+33 1 40 15 98 24,
2478201210,Baan PhanThai,,restaurant,48.8650615,2.345144,,,,,,,
2478201228,Chez Toye,chinese,restaurant,48.8653889,2.3447206,,,,,"Mo-Sa 12:00-14:30,19:00-22:30",,
2478201252,Osaka sushi,japanese,restaurant,48.8653441,2.34474,,,,,,+33 1 45 08 15 50,
2482475861,Les 3 Marmites,french,restaurant,48.8689215,2.3860045,,,,,,,
2483388470,Côté Soleil,,restaurant,48.8818977,2.3455167,,,,,,,
2483392098,Le Paprika,hungarian,restaurant,48.8809875,2.3406458,,,,,Mo-Su 12:00-23:00,,
2485354450,Jeanne-Aimée,,restaurant,48.8762503,2.3384716,,,,,,,
2487644188,La Dinette de Louis,,restaurant,48.8795751,2.327233,,19,75009,Rue de Liège,,,
2491923386,L'Angélus du Canal,,restaurant,48.8721952,2.3662792,,,,,,,
2493529394,Le Charolais,regional,restaurant,48.8493078,2.3774714,Paris,15,,Rue de Cotte,Mo-Sa 06:00-22:00,+331 43 45 14 72,
2494110187,Cave la Bourgogne,french;bistro,restaurant,48.8391975,2.3497289,,,,,Mo-Su 07:00-02:05,,
2494113876,Papillon,japanese,restaurant,48.8400466,2.3498724,,,,,,,
2494246968,Tripletta,pizza,restaurant,48.8405715,2.3504882,Paris,2,75005,Rue de l'Arbalète,,,
2494555629,Jules Jo,,restaurant,48.8922561,2.3450728,,28,75018,Rue Hermel,,,
2498389815,Le Piquet,regional,restaurant,48.8509886,2.3003532,,,,,,,
2499175832,Au Bon Coin,french,restaurant,48.8381318,2.3517955,,,,,,,
2499357198,Buffet à Volonté Broca,asian,restaurant,48.8387861,2.3487052,,,,,"12:00-14:30,19:00-22:30",,
2499815375,Le Gange,indian,restaurant,48.8819056,2.3810382,,,,,,,
2499815387,Crêpe & Coffee,crepe,restaurant,48.8832282,2.3808962,,,,,,,
2500397047,Crêperie du Parc,crepe,restaurant,48.8329686,2.3010817,,,,,,,
2500448605,Bangkok Express,asian,restaurant,48.8436153,2.2938569,,,,,,,
2500448608,Bélisaire,french,restaurant,48.8374438,2.300999,,2,75015,Rue Marmontel,"Mo-Fr 12:00-14:00, 19:30-21:30",+33148286224,
2500448620,L'Armandie,seafood,restaurant,48.8418157,2.2988565,,,,,"Mo-Sa 12:00-15:00, 19:00-23:00",,
2500448621,L’intrigue,,restaurant,48.8428377,2.291744,,,,,,,
2500448634,Songsan,korean,restaurant,48.8367519,2.2993419,,,,,"Tu-Su 12:00-14:00,19:00-22:00",,
2500448637,Nouilles danseuses,chinese,restaurant,48.837193,2.2999886,,,,,,,
2500448672,Deuz,,restaurant,48.8368605,2.303092,,,,,,,
2500448708,Je Thé… Me,,restaurant,48.8386895,2.3004673,,,,,,,
2500448727,Les Vignes du Liban,lebanese,restaurant,48.8392747,2.3008046,,,,,"Mo-Su 12:00-15:00,19:00-23:00",,
2500448775,Wasabi,japanese,restaurant,48.8431037,2.2954369,,,,,,,
2500448784,Perchiana,persian,restaurant,48.843649,2.2939839,Paris,7,75015,Rue Mademoiselle,Mo-Su 10:00-23:00,,
2500896204,Thaï House,thai,restaurant,48.8795033,2.3434642,,,,,"Mo-Sa 12:00-14:30,19:00-22:30; PH closed",+33 1 42 80 11 83,
2500908004,Okito Wok,japanese,restaurant,48.8369927,2.2986193,,,,,"We-Mo 12:00-14:30,19:00-22:30",,
2501138027,La Escondida 14,,restaurant,48.8317774,2.3387153,,,,,Tu-Su 12:00-22:00,,
2502812285,Bangou Lunch,african,restaurant,48.8924455,2.3635357,,,,,Tu-Su 12:00-01:00,+33 9 83 90 04 62,
2504748078,Toyotomi,japanese,restaurant,48.8312329,2.3411148,,,,,"Mo-Su 11:30-15:00,18:30-23:00",,
2509486383,Naturellement,italian,restaurant,48.8437191,2.2967019,,,,,Mo-Fr 12:00-23:00,,
2513695153,New Hoa Khoan,chinese,restaurant,48.820803,2.3633818,,,75013,,,+33 145858131,
2513735665,Le B.A-BA,,restaurant,48.8274435,2.3705955,,,,,,,
2513737914,Le Fleuve de Chine,chinese,restaurant,48.82054,2.3633918,,,,,,,
2513737915,Sun Ly,chinese,restaurant,48.8205631,2.3634931,,,,,,,
2514493568,Traiteur Délice Cadet,asian,restaurant,48.8763927,2.3443424,,,,,,+33148784192,
2517154423,Le Bœuf Volant,steak_house,restaurant,48.8841247,2.320996,,,,,Tu-Sa 19:30-24:00,+33 9 50 78 61 39,
2517201873,Dream sushi,japanese,restaurant,48.8548359,2.3856354,,,,,"Mo-Sa 12:00-15:00,18:30-23:00",,
2517201877,Duke,,restaurant,48.8545633,2.3851725,,184,75011,Boulevard Voltaire,,,
2517526665,Inagiku,japanese,restaurant,48.8498221,2.351852,Paris,14,75005,Rue de Pontoise,"We-Su 12:00-14:00,19:00-24:00; Mo-Tu 19:00-24:00",+33 1 43 54 70 07,
2523656923,La Vie est Belle,,restaurant,48.8926078,2.3633087,,,,,,,
2524572666,Ya Lamaï,thai,restaurant,48.8647652,2.366468,,,,,"Mo-Sa 12:00-15:00, 19:00-23:00",+33183565500,
2524887521,Itacate,mexican,restaurant,48.8615119,2.3424508,,,,,"Mo-We 12:00-14:30,19:00-22:00; Sa 12:00-23:00; Th,Fr 12:00-14:30,19:00-22:30; Su 12:00-14:30",,
2529356365,Les Petites Canailles,french,restaurant,48.8607123,2.3679772,Paris,80,75011,Rue Amelot,Mo-Su 08:00-02:00,+33 1 43 38 92 34,La cuisine est ouverte de midi à minuit.
2529721859,Grand Mère Louise,french,restaurant,48.8520129,2.3443739,,,,,,,
2529721872,MONK La Taverne de Cluny,french,restaurant,48.8515725,2.3438953,Paris,51,75005,Rue de la Harpe,"""10:00-02:00 every day, sunday 12:00-02:0/""",+33 1 43 54 28 88,
2529721878,La Petite Hostellerie,french,restaurant,48.8520654,2.3444285,,,,Rue de la Harpe,"Mo-Tu 9:00-15:00,19:00-23:00; Fr-Su 12:00-23:00",+33 1 43 54 47 12,
2529721883,Le Chalet Saint-Michel,french,restaurant,48.8518626,2.3442373,,,,Rue de la Harpe,,+33 1 44 07 07 28,
2529721887,Union Square,,restaurant,48.8524789,2.3445402,,,,Rue de la Harpe,,+33 1 43 25 03 03,
2529728761,Maison de Gyros,greek,restaurant,48.8529172,2.3456918,,,,Rue de la Huchette,,,
2530845107,Fukushima,japanese,restaurant,48.8535544,2.2900587,,,,,,,
2530845117,Samaya,lebanese,restaurant,48.8533015,2.2903128,,,,,,,
2534780358,Il Gigolo,italian,restaurant,48.852839,2.3460193,Paris,11,75005,Rue de la Huchette,,,
2534780382,,,restaurant,48.8528974,2.3458134,Paris,15,75005,Rue de la Huchette,,,
2534780388,Rosie's Smokehouse,,restaurant,48.8528596,2.3459414,Paris,13,75005,Rue de la Huchette,,,
2534780401,Le Bistrot 27,french,restaurant,48.8530465,2.3451943,,,,Rue de la Huchette,,,
2534780416,Le Souvlaki Athénien,greek,restaurant,48.8530293,2.3452843,,,,Rue de la Huchette,,,
2534780418,Le Jardin du Roy,french,restaurant,48.853213,2.3450323,,,,Rue de la Huchette,,+33143544944,
2534780419,Maison de Gyros,greek,restaurant,48.853164,2.3451722,,26,75005,Rue de la Huchette,Mo-Su 11:00-02:00,+33146339681,
2534780420,Red Grill,steak_house,restaurant,48.8528191,2.3461184,,,,,12:00-02:00,,
2534780421,Chez Suzette,pancake,restaurant,48.852913,2.3457576,Paris,17,75005,Rue de la Huchette,Mo-Su 11:31-00:00,,
2534780423,Symposium,french,restaurant,48.8530945,2.3449268,,,,Rue de la Huchette,,+33140468712,
2534780424,Maison Blanche,french,restaurant,48.8530131,2.3454261,,,,Rue de la Huchette,,+33 1 46 33 62 86,
2534816972,L'Atelier des Nouilles,japanese,restaurant,48.8534841,2.3391817,,,,,"Mo-Sa 11:30-15:00,18:00-23:30",,
2535848629,Côté Canal,,restaurant,48.8845059,2.3699793,,,,,,,
2536521871,Chez Gladines,french,restaurant,48.8497401,2.3508144,,44,75005,Boulevard Saint-Germain,Mo-Th 12:00-23:00; Fr-Sa 12:00-23:45; Su 12:00-23:30,+33 1 46 33 93 88,
2543366177,Le Bistrot,french,restaurant,48.8533652,2.2880737,,,,,Mo-Su 12:00-22:00,+33 1 45 75 00 58,
2543953632,Le Casse Noix,,restaurant,48.8534799,2.2951266,Paris,56,75015,Rue de la Fédération,,,
2544195428,Al Bacto Italia,,restaurant,48.8536887,2.2966637,,,,,,,
2544195429,La Cabane 47,french,restaurant,48.8506165,2.3004771,Paris,47,75015,Avenue de la Motte-Picquet,,,
2544195448,La Gauloise,,restaurant,48.8496053,2.2989883,Paris,59,75015,Avenue de la Motte-Picquet,,,
2544659047,Le Jéroboam,fine_dining;french;spanish,restaurant,48.829083,2.3169383,Paris,72,75014,Rue Didot,,,
2544862835,Fleur de Pavé,,restaurant,48.8676694,2.3433379,,,,,,,
2545226420,L'Abreuvoir,brasserie,restaurant,48.8519412,2.288952,,,,,"Mo-Fr 00:00-01:00,08:00-24:00; Sa,Su 00:00-01:00,09:00-24:00",+33 1 45 77 14 59,
2545226433,Le Concert de Cuisine,japanese,restaurant,48.8531605,2.2878209,Paris,,,,"Th-Fr 12:00-14:00,19:30-22:00; Mo 19:30-22:00; Sa 19:30-22:00",+33 1 40 58 10 15,
2545292611,Crêperie Génia,french,restaurant,48.8528059,2.3446917,Paris,7,,Rue de la Harpe,Tu-Su 11:30-23:30; Mo 11:30-22:00,,
2545292617,La Petite Boucle,crepe,restaurant,48.8521146,2.3444712,,33,,Rue de la Harpe,,,
2545292647,Le Lac de l'Ouest,thai,restaurant,48.8528386,2.3446934,,,,Rue de la Harpe,,,
2545292657,Rim Café,italian,restaurant,48.8526722,2.3445212,Paris,,75005,Rue de la Harpe,,,
2548457768,Pho Bida Viet Nam,vietnamese,restaurant,48.8243037,2.3680972,,,,,"11:30-14:30, Tu-Su 18:30-22:30",+33 1 53 79 01 61,
2555957191,Chez Lalla,senegalese,restaurant,48.8957541,2.347653,,,,,,,
2556489563,Les Prolongations,french,restaurant,48.850159,2.2937116,,,,,,+33145756205,
2556489615,Traiteur Ji Li,asian,restaurant,48.850119,2.2938779,,,,,,+33145788219,
2556854274,Xiao Long Mian,noodle;chinese,restaurant,48.8540526,2.3381367,,,,,"Mo-Sa 12:00-15:00,19:00-22:30",,
2556945898,Comptoir Principal,french,restaurant,48.8527451,2.2909129,,,,,,,
2557579588,Le Refuge des Moines,french,restaurant,48.8917666,2.3218705,,,,,"Mo-Fr 12:00-14:30, 19:00-22:00; Sa 19:00-22:00",+33 1 42 28 92 52,
2559508628,Odori,korean,restaurant,48.8482224,2.2951925,,,,,"Mo-Sa 12:00-14:30,19:00-22:30",,
2562921722,Feyrouz Côté Mer,fish,restaurant,48.850104,2.2917529,,,,,,,
2563068455,Manna,korean,restaurant,48.8478257,2.289758,,,,,,,
2563068457,Kyo,japanese,restaurant,48.8477463,2.2896869,,,,,,,
2563150128,Annapurti,indian,restaurant,48.8459218,2.2883699,,,,,,,
2563180185,Le Blavet,french,restaurant,48.8453388,2.2878488,,,,,,,
2564123733,Bistro Russe,russian,restaurant,48.8350277,2.3205989,,,,,,+33143222341,
2575207490,L'Escale de Notre-Dame,,restaurant,48.852842,2.3454561,,,,,,,
2575207491,Paris Antalya,kebab,restaurant,48.8524803,2.3451902,,,,,,,
2575207492,Au Bon Couscous,,restaurant,48.8527857,2.3455573,Paris,,75005,Rue Xavier Privas,Mo-Su 11:00-23:00,,
2575207497,Demi Lune,french,restaurant,48.8525287,2.3448458,,,,,,,
2575207499,Flagrant Délice,french,restaurant,48.852389,2.3455131,,,,,,,
2575207505,Wakaze,japanese,restaurant,48.851794,2.3444527,,,,,Tu-Sa 19:00-23:00,,
2575207506,L'Auberge Saint-Séverin,french,restaurant,48.8525098,2.3450213,,,,,,,
2575207507,La Dolce Vita,italian,restaurant,48.8525027,2.3452704,,,,Rue Xavier Privas,,,
2575207509,La Luge,french,restaurant,48.8525383,2.344336,,,,,,,
2575207512,Plante de Jade,vietnamese,restaurant,48.8526346,2.345235,,,,,,,
2575207513,Le Latin,french,restaurant,48.8525629,2.3451503,,,,Rue Xavier Privas,,,
2575207515,Le Nouveau Village chez Momo,,restaurant,48.8527391,2.3455158,,,,Rue Xavier Privas,,,
2575207516,Maison de Gyros,kebab,restaurant,48.8525232,2.345102,,,,Rue Xavier Privas,,,
2575207518,Olympie,greek,restaurant,48.8525994,2.3453429,,,,Rue Xavier Privas,,,
2575207519,Pan Asie,japanese,restaurant,48.8524175,2.3449001,,,,,,,
2575207520,Chez Gigi,,restaurant,48.8526424,2.3454029,,,,,,,
2575207522,Bistrot 20,Savoie,restaurant,48.8524287,2.3453483,,,,,,,
2577162650,La Librairie,french,restaurant,48.8564012,2.2779632,,,,,Mo-Sa 12:00-14:30; Mo-Sa 19:00-22:30; Su 11:30-14:30,,
2577856126,Le Paradis du Fruit,,restaurant,48.8330675,2.3866447,,34,75012,Cour Saint-Émilion,,,
2580499162,,,restaurant,48.8669797,2.3692191,,,,,,,
2582207279,Le Petit Trianon,,restaurant,48.8829241,2.3432202,,,,,Mo-Su 10:00-02:00,+33144927808,
2583787565,Guo Xin Ravioli,asian;chinese,restaurant,48.8731172,2.3807844,,47,75019,Rue de Belleville,,+33 1 42 38 17 53,
2586407987,Marchon,french,restaurant,48.8689869,2.3742179,,16,75011,Rue Deguerry,Mo-Sa 11:00-02:00,+33 1 48 07 44 43,
2587863772,Marvely,brunch,restaurant,48.8485041,2.3805544,Paris,46,75012,Rue Crozatier,Mo-Th 10:00-16:00; Sa-Su 09:00-17:00,,
2588166953,Sejong,korean,restaurant,48.8721796,2.3274785,,,,,Mo-Sa 12:00-21:00,,
2588166954,Le Y,greek,restaurant,48.8715853,2.3272917,,,,,,,
2588814900,Le Ballon des Ternes,french,restaurant,48.8804973,2.2853562,,,,,"Mo-Su 12:00-15:00,19:00-24:00",+33145741798,
2588848400,La Cantine du Troquet,french,restaurant,48.882737,2.291223,,,,,,,
2590009580,L'oeno'vice,,restaurant,48.8646798,2.369699,,,,,,,
2590139278,Rossini,italian,restaurant,48.8961398,2.3382995,,,,,,+33 1 42 59 17 91,
2595300107,Raviolis Chinois,,restaurant,48.8222314,2.3592503,,,,,,,
2595398904,La Fille à Papa,french;regional,restaurant,48.8455609,2.3932951,,28,75012,Rue du Sergent Bauchat,"Mo off; Tu-Sa 07:30-14:30,18:45-22:00",+33143076244,
2595398905,Le Longchamp,,restaurant,48.8444922,2.3906935,,,,,,,
2595405100,Kotteri Ramen Naritake,japanese;ramen,restaurant,48.8667163,2.3367639,,,,,,,
2597595675,Sushi Muraguchi,sushi,restaurant,48.8258511,2.3417971,,,,,"Mo-Su 11:00-14:30,18:00-22:30",,
2604508189,Auberge Etchegorry,french,restaurant,48.8322518,2.3505076,Paris,41,75013,Rue de Croulebarbe,"Su-Mo off; Tu-Sa 12:00-14:00,19:30-00:00",+33 1 44 08 83 51,
2604653847,L'atelier saisonnier,brunch;salad,restaurant,48.8274101,2.3703236,Paris,55,75013,Rue de Tolbiac,Mo off; Tu-Fr 11:00-00:00; Sa 10:00-00:00; Su 10:00-16:00,+33 9 54 64 03 28,
2605383567,La Cà,vietnamese,restaurant,48.8339437,2.3225589,,,,,,,
2605958598,Le Celtique,,restaurant,48.8302211,2.3529383,,,,,,,
2610954522,Sushi Q,sushi,restaurant,48.8454765,2.3021645,Paris,,75015,Rue Cambronne,"18:00-22:30, Mo-Fr 11:30-14:30",,
2612888722,Le Petit Olivier,french,restaurant,48.8479687,2.3233528,,,,,,,
2613519960,Au Bureau,french;american;european,restaurant,48.8434408,2.2933619,,1,,Place Étienne Pernet,Su-Th 09:00-00:00; Fr-Sa 09:00-01:00,+33 1 55 43 96 71,
2613703963,La Jacobine,french,restaurant,48.8533357,2.3389536,,,,,Tu-Su 12:00-22:45; Mo 19:00-22:45,,
2613777945,Club des Poètes,french,restaurant,48.8581182,2.3176093,,30,,Rue de Bourgogne,,+33 1 47 05 06 03,
2616030260,42 degrés,regional,restaurant,48.8776068,2.3489868,,,,,,,
2618363283,Ji Bai He,chinese,restaurant,48.8316957,2.2928554,Paris,108,75015,Rue Olivier de Serres,"12:00-15:00,18:00-22:30",+33142509767,
2624677961,Le Petit Vélo,,restaurant,48.8826169,2.3296364,,,,,,,
2626551375,Toyotaka,japanese,restaurant,48.8598677,2.3086797,,,,,,+33145560763,
2626551396,Pedra Alto,,restaurant,48.8366915,2.3872945,,,,,,,
2626883572,OTTO,italian;italian_pizza;pizza,restaurant,48.8347385,2.3446953,Paris,53 bis,75013,Boulevard Arago,"Mo-Su 12:00-14:15,18:30-22:15",,
2626889986,L'Angolo 42,italian,restaurant,48.8378572,2.3473661,,,,,,,
2628543294,Capsule,,restaurant,48.8368407,2.3382148,,,,,,,
2630413959,Pizza Chic,pizza,restaurant,48.85019,2.3306996,Paris,13,75006,Rue de Mézières,"12:30-14:30,18:00-21:00; Sa-Su 12:00-21:00",+33 1 45 48 30 38,
2633809337,Matchan,japanese,restaurant,48.8484825,2.289389,,,,,"Mo-Sa 12:00-14:00,19:00-22:30; We off; Su 19:00-22:30",,
2634120403,O'Caire,,restaurant,48.8678023,2.349902,,,,,,,
2634120988,Restaurant Saudade,portuguese,restaurant,48.8601414,2.345335,Paris,,75001,,"Mo-Sa 12:00-14:00,19:00-22:30",,
2634121044,Maison du bao,,restaurant,48.8663102,2.3508609,,,,,,,
2638419667,La Dolce Vita,italian,restaurant,48.8853024,2.3254273,,,,,,,
2639492541,Toyama,japanese,restaurant,48.8422631,2.3244311,,,,,,,
2641086235,Sakura,japanese,restaurant,48.8803653,2.2993106,,,,,,+33 1 44 40 04 17,
2641095646,Café Coco,african,restaurant,48.8855401,2.2976447,,,,,,,
2641515934,Korean Barbecue,korean,restaurant,48.8702188,2.3108394,,,,,,,
2646653506,Kokonor,asian,restaurant,48.8455219,2.342543,,206,75005,Rue Saint-Jacques,"Mo-Sa 12:00-15:00,19:00-23:00",+33 1 43 29 96 14,
2650871422,Au Rendez-vous de la Marine,french,restaurant,48.8837279,2.3717518,Paris,14,75019,Quai de la Loire,"Tu-Sa 12:00-14:00,19:30-22:30",+33 1 42 49 33 40,
2654697184,Au 105,couscous,restaurant,48.8471376,2.3781538,,,,,"Mo-Sa 11:30-15:00,18:30-22:30",+33143453625,
2655784527,Le Buron,,restaurant,48.8382609,2.2814787,Paris,119,75015,Avenue Félix Faure,Mo-Fr 07:00-01:00; Sa-Su 08:00-01:00,+33 1 45 54 13 22,
2655906794,Park Avenue Caviar Poisson + Agence Cosmic,,restaurant,48.8674112,2.3229787,,,,,,,
2655949575,Crabe Royal,,restaurant,48.8708024,2.3240226,,,,,,,
2656051569,Blanc & Vert,,restaurant,48.8697219,2.3226142,,,,,,,
2672868049,Shambala,tibetan,restaurant,48.8433447,2.302663,,,,,,,
2678731865,Raymond,bistro,restaurant,48.8309698,2.3120278,,,,,Mo - Sa 07:00-00:00,,
2680421252,Papi Restaurant,pizza;pasta,restaurant,48.8741108,2.3436798,Paris,46,75009,Rue Richer,"Mo-Tu,Sa 12:00-14:00,18:30-21:30",+33 1 71 27 77 65,"Situé à Paris 9, à quelques mètres des Grands Boulevards, PAPI est un restaurant italien spécialisé dans la conception de pizzas au levain. Le restaurant PAPI (Pasta Pizza) vous propose des pizzas à base de levain, pâtes fraîches artisanales et aussi, de"
2680556683,Le Deauville,,restaurant,48.8709029,2.3029053,,,,,,,
2681291765,Piacere,pizza,restaurant,48.8321391,2.3246523,,,,,"Mo-Su 12:00-14:30,19:00-22:30",,
2681387395,Kimura,japanese,restaurant,48.8337258,2.3186526,,,,Rue Pernety,"Tu-Fr 12:00-14:30, Fr,Sa 19:00-21:30",+33 1 45 42 33 15,
2683241597,Totuma,venezuelan,restaurant,48.8532271,2.3906633,Paris,17,75011,Rue Alexandre Dumas,Tu-Su 11:30-23:00,,
2683390829,Les Frangines,french,restaurant,48.8347926,2.3195739,,,,,,+33143211180,
